 1/2017	 11/01/2017	 14/02/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 ao Senhor RIQUELMO BEDIN, Secretário da Secretaria de Saúde de Chapecó, ao Senhor ÉCIO BORDIGNON, Superintendente Regional do Oeste da CASAN, e ao Senhor ALEXANDRE ESTEFANI, Promotor de Justiça da 9ª Promotoria de Justiça da Comarca de Chapecó, para, considerando as informações abaixo explanadas, sejam convidados para participarem de Audiência Pública, a ser realizada no Plenário da Câmara de Vereadores em data e hora a ser definida previamente junto ao proponente do presente Requerimento. Nos Bairros Bela Vista e Parque das Palmeiras, nesta cidade de Chapecó, existem “respiros” ou “canos” que provém das tubulações subterrâneas de esgoto, ultrapassando o limite da calçada, chegando à altura aproximada de 2 a 5 metros, encerrando-se com uma curva curta e aberta. Referidas tubulações expelem odores desagradáveis, especialmente no período noturno. Tais “respiros” são chamados de dutos de esgoto. Ocorre que muitas vezes a situação fica insuportável, pois, especialmente no bairro Bela Vista, tais dutos chegam a espirrar dejetos, piorando o odor desagradável e colocando em risco a saúde pública. Aliás, uma das moradoras do Bairro Bela Vista chegou a apresentar reclamação ainda no ano de 2012, perante o Procon desta cidade, em face da empresa responsável por tais dutos, a CASAN - Companhia Catarinense de Água e Saneamento. A Reclamação foi autuada sob o número 26164. Adveio à referida Reclamação resposta da CASAN, na qual se depreende que todo o esgoto coletado nos bairros Cristo Rei e Bela Vista passa justamente pela rua na qual residem os moradores Reclamantes do Bairro Bela Vista, para então chegar à ETE – Estação de Tratamento de Esgoto. O espirro de dejetos e o mal cheiro, conforme a CASAN, advém em razão da formação de gases, e o problema foi agravado após a pavimentação daquela Rua, que teria LACRADO AS TAMPAS DE SISTEMA DE ESGOTO, acumulando ainda mais gás e fazendo que os dejetos espirrados sejam cada vez em maior quantidade. Na referida resposta, ainda, se depreende a alegação da CASAN de que estava tentando resolver o problema. porém, os moradores ainda permanecem na mesma situação, que tende a se agravar com a vinda do verão. A Reclamação supracitada foi arquivada pelo Procon, muito embora encerrada apenas com a promessa da CASAN em tentar amenizar o problema. São por essas razões que o vereador proponente apresenta este Requerimento, para fins de realização de Audiência Pública com as autoridades competentes para o fim de explanarem e encontrar soluções práticas para o problema acima relatado, do qual sofrem moradores especialmente do Bairro Parque das Palmeiras e Bela Vista. Termos em que, pede deferimento. 
 35/2017	 23/02/2017	 24/02/2017	 Vereador	 	»»ARESTIDE FIDELIS ADERBAL ANTONIO P. DA SILVA ASTRIT MARIA SAVARIS TOZZO CLAIMAR CESAR DE CONTO CLEBER CECCON CLEITON MARCIO FOSSÁ DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI ITAMAR ANTONIO AGNOLETTO IVALDO PIZZINATTO JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA LUIZ PAULO CARARO MARCILEI ANDREA P. VIGNATTI MARCIO ERNANI SANDER NEURI LUIZ MANTELLI VALDEMIR ANTONIO STOBE VALMOR JÚNIOR SCOLARI 	Aprovada	 REQUERENDO-LHE: Que seja analisado, e se possível, seja reeditado o Projeto do PREFIC (Programa de Recuperação Fiscal), posto que existem inúmeros contribuintes inadimplentes com o pagamento de vários tipos de obrigações, dentre elas, o pagamento de IPTU e TCR (Taxa de Coleta de Resíduos). Vários cidadãos nos procuraram para realizar este pedido. O fato de estarem inadimplentes com os impostos municipais e a vontade de quitarem suas dívidas com o Município, passa pela abertura de possibilidade de reedição do PREFIC. Sendo assim, realizo tal indicação, com o intuito apenas de colaborar com o contribuinte que por motivos alheios a sua vontade e com uma metodologia onerosa para a imposição dos valores dos impostos acima indicados, acabaram por não efetuar o pagamento de impostos. 
 36/2017	 23/02/2017	 24/02/2017	 Vereador	 	»»CLEBER CECCON ADERBAL ANTONIO P. DA SILVA ARESTIDE FIDELIS ASTRIT MARIA SAVARIS TOZZO CLAIMAR CESAR DE CONTO CLEITON MARCIO FOSSÁ DERLI MAIER DIEGO FERNANDO ALVES ILDO ADÃO ANTONINI ITAMAR ANTONIO AGNOLETTO IVALDO PIZZINATTO JATIR JOSE BALBINOT JOÃO LUIS SIQUEIRA JOÃO MARIA MARQUES ROSA JOSE CELIO PORTELA LUIZ PAULO CARARO MARCILEI ANDREA P. VIGNATTI MARCIO ERNANI SANDER NEURI LUIZ MANTELLI VALDEMIR ANTONIO STOBE VALMOR JÚNIOR SCOLARI 	Aprovada 	
 37/2017	 24/02/2017	 07/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 REQUERENDO-LHE: As seguintes informações: - Quais ruas já foram asfaltadas no Programa Efapi 100%? - Qual o cronograma das próximas vias a receberem pavimentação? - Qual o prazo para a conclusão das pavimentações? O Programa Efapi 100% foi lançado pela Prefeitura Municipal de Chapecó, em junho de 2015, durante solenidade realizada no salão comunitário do Loteamento Colatto, no Bairro Efapi. Entre as ações anunciadas, estava a pavimentação asfáltica, até o fim do ano de 2016, de cerca de 30 ruas no Bairro Efapi. No ano passado, apresentamos o requerimento 150/2016, solicitando informações sobre o cronograma, mas mesmo foi rejeitado pela base do governo. No entanto, os moradores do bairro voltaram a nos questionar sobre quando serão retomadas as obras a fim de que ocorra o término da pavimentação das ruas do Bairro Efapi. Ainda de acordo com os moradores, no ano passado algumas vias foram iniciadas, mas não concluídas, como é o caso da Rua Beija-flor. Além disso, em algumas ruas anunciadas, as obras nem iniciaram. Entre as vias que ainda não foram executadas estão: Rua Uru, Rua Quilombo, Rua Pardais e Rua Piava. Diante do exposto, e a fim de dar uma resposta efetiva aos interessados, solicito tais informações à Prefeitura Municipal para que possamos dar retorno aos moradores do Bairro Efapi. Termos que pede deferimento. 
 38/2017	 24/02/2017	 07/03/2017	 Vereador	 	»»CLEBER CECCON 	Aprovada 	
 39/2017	 24/02/2017	 07/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada 	
 40/2017	 01/03/2017	 24/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 REQUERENDO-LHE: Que, considerando as informações adiante explanadas, enviem as informações ao final solicitadas, tudo conforme adiante segue. CONSIDERANDO a informação de proprietários de terrenos do chamado Loteamento Cooper Chap II, localizado na Cabeceira da Barragem, região do Bairro Efapi, acerca da demora da entrega de terrenos na localidade. CONSIDERANDO que a justificativa da incorporadora, conforme informações dos mesmos proprietários, é a de que o loteamento não foi liberado pelo Município, do que se entende haver algum impedimento legal que impede o prosseguimento do empreendimento. CONSIDERANDO que a função do vereador não se restringe à legiferante, como também atua na função fiscalizatória, constituindo-se direito seu o de ter acesso às informações não só para tomar conhecimento da atual situação, como também contribuir para apontar soluções, REQUER, as seguintes informações: a Seja informada a fase em que se encontra o procedimento de aprovação do referido loteamento, informando de forma pormenorizada eventuais problemas encontrados, forma de solucioná-los, quais serão os próximos passos e a previsão de sua aprovação/liberação, com apresentação dos documentos respectivos. Adverte-se que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que, pede deferimento. 
 41/2017	 02/03/2017	 24/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 REQUERENDO-LHE: Que, considerando as informações adiante explanadas, enviem as informações ao final solicitadas, tudo conforme adiante segue. Moradores do Bairro Paraíso, Loteamento Mirante do Sol I, informam que até pouco tempo existia uma rua auxiliar à Rua Hermínio Tissiani. Referida rua, além de facilitar o acesso ao loteamento, também servia como via de iluminação e maior segurança dos moradores que ali residem. Porém, as mesmas pessoas informam que a via simplesmente foi fechada pela prefeitura, sem qualquer consulta aos moradores que vivem ao lado, dificultando o trânsito de trabalhadores e também diminuindo a iluminação pública do local. Considerando a necessidade de se prestar esclarecimentos aos referidos moradores, bem como, considerando que a função do vereador não se restringe à legiferante, como também atua na função fiscalizatória, constituindo-se direito seu o de ter acesso às informações não só para tomar conhecimento da atual situação, como também contribuir para apontar soluções, REQUER sejam informadas as razões do supracitado fechamento da rua, bem como, seja informado se moradores do local foram consultados a respeito. Adverte-se que, conforme a Lei Orgânica Municipal, sobretudo em seu artigo 34, inciso XIII, configura-se crime de responsabilidade a negativa de prestação de informações, e/ou prestação de informações extemporâneas ou incompletas. Termos em que, pede deferimento. 
 42/2017	 02/03/2017	 07/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada 	
 43/2017	 02/03/2017	 06/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicita(m) que após as tramitações Legais Vossa Excelência Submeta este ao Plenário, e se aprovado, seja encaminhado ofício ao Senhor LEANDRO UGOLINI – presidente da Diretoria Executiva da Associação de Pais e Amigos dos Excepcionais de Chapecó - APAE, CONVIDANDO-O para participar de uma Sessão Ordinária, a ser realizada Nesta Casa, a fim de explanar sobre as formas de manutenção da entidade e como a Apae de Chapecó analisa o projeto de lei (PL 531/2015) apresentado pelo Governo do Estado de Santa Catarina. O projeto de lei (PL 531/2015) apresentado pelo Governo do Estado de Santa Catarina visa regulamentar as dívidas do Estado com as Associações. Contudo, a deputada Luciane Carminatti destacou na tribuna da Assembleia Legislativa, que a proposta do Governo catarinense altera o Artigo 8º da lei 13.334, de 2005, que institui o Fundo Social, destinado a financiar programas de apoio à inclusão e promoção social. Na prática, o governo quer rever a forma de cálculo para repasse de recursos às Apaes, com dois objetivos: reduzir os valores destinados a cada ano e legalizar as dívidas já existentes. O parecer prévio do Tribunal de Contas de Santa Catarina aponta que a dívida do Estado com as Apaes aumenta a cada ano. Em 2010, o Governo não repassou R$ 10,60 milhões. Em 2011, a dívida somou mais R$ 19,26 milhões, 2012 mais R$ 18,43 milhões e 2013 outros R$ 23,78 milhões. Em 2014, o Estado ficou devendo às Associações R$ 24,36 milhões e em 2015 R$ 24,23 milhões. Nesses seis anos, a dívida estadual com as Apaes somou R$ 120,66 milhões. Foi quando o Governo enviou o PL à Assembleia para regularizar a situação e zerar o saldo negativo. Estima-se que em 2016 novamente o valor não repassado ficou acima dos R$ 20 milhões. Esses recursos poderiam ser aplicados na melhoria da infraestrutura, qualificação dos profissionais, compra de materiais didáticos e outras ações para melhorar o dia a dia dos estudantes. Enquanto isso, para se manter, as Associações precisam fazer promoções e arrecadar verba por conta própria. . O próprio Tribunal de Contas é contrário ao PL do Governo, pois entende que os recursos em atraso devem ser quitados para o pleno desenvolvimento das atividades das Associações. Diante disso, e a fim de que o Legislativo chapecoense possa se mobilizar na vinda e ampliação de recursos para a Apae, solicitamos a visita de seu presidente para que possamos ter conhecimento de como está a entidade e como podemos contribuir. 
 44/2017	 02/03/2017	 07/03/2017	 Vereador	 	»»MARCILEI ANDREA P. VIGNATTI 	Aprovada 	
 45/2017	 03/03/2017	 10/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 aos Senhores, LUCIANO JOSÉ BULIGON, Prefeito de Chapecó, ou seu representante. MIGUEL LUÍS GNIGLER, Promotor de Justiça da 5ª Promotoria de Justiça de Chapecó. GUILHERME REGINATTO TILMANN, Coordenador do PROCON de Chapecó. MARCUS VINÍCIUS PAOLUCCI - Superintendente de Fiscalização – SFI - da ANATEL/SC. RAIMUNDO DUARTE, representante regional da empresa de telefonia Claro. CARLOS EDUARDO CIPOLOTTI SPEDO, representante regional da empresa de telefonia Vivo. GONZALO CHARLIER PEREIRA, representante regional da empresa de telefonia Oi. CLEBER RODRIGO AFFÂNIO, representante regional da empresa de telefonia Tim. a se fazerem presentes em AUDIÊNCIA PÚBLICA a ser realizada por esta casa legislativa, com participação exclusiva das entidades, órgãos e empresas convidadas, para abordar sobre a prestação de serviços de telefonia fixa, móvel e internet. É de notória ciência do cidadão chapecoense a falta ou deficiência da prestação de serviços das operadoras, seja a telefonia fixa, móvel ou de internet. Aliás, a deficiência e o grande número de reclamos da qualidade de tais serviços é de insatisfação em maior escala, já que também foi objeto de Comissão Parlamentar de Inquérito - CPI perante a Assembleia Legislativa de Santa Catarina - ALESC. E foi em razão desse cenário que este vereador propôs ainda no ano de 2014 a realização de uma audiência pública, na qual os edis da presente casa pretendiam compreender o funcionamento da prestação de tais serviços pelas grandes operadoras. Contudo, por alegada impossibilidade de alguns dos convidados não comparecerem, em 2014 e em 2015 (após reapresentação do Requerimento), as audiências foram canceladas. A ALESC concluiu o Relatório da Comissão Parlamentar de Inquérito instaurado pelo Ato 16-DL/2013. Do relatório se conclui não só a deficiência na prestação dos serviços, como também dificuldades encontradas pelas empresas. Ao final ficou firmado entre a CPI e as empresas de telefonia móvel um Termo de Compromisso, no qual, resumidamente, ficou assentado o compromisso de melhoramentos nas respectivas prestações de serviços. Paralelamente, tendo em vista os fracassos nas tentativas de trazer representantes das empresas e órgão de telefonia para reunião em Chapecó, este vereador encaminhou e o plenário aprovou o Requerimento 367/2015, ao PROCON, solicitando a instauração de investigação. Referido procedimento corre normalmente, mas o que se tem até o momento vai ao encontro das conclusões da CPI da ALESC: há, de fato, deficiência na prestação de serviços, especialmente no que diz respeito ao Município de Chapecó. São por essas razões que o vereador proponente apresenta este Requerimento, para fins de realização de Audiência Pública com as autoridades competentes para o fim de explanarem e encontrar soluções práticas para o problema acima relatado, solicitando venham com prévia compreensão da investigação e do relatório da CPI supracitados. Termos em que, pede deferimento. 
 46/2017	 03/03/2017	 07/03/2017	 Vereador	 	»»CLEBER CECCON 	Aprovada 	
 47/2017	 06/03/2017	 08/03/2017	 Vereador	 	»»DIEGO FERNANDO ALVES 	Aprovada	 ao Senhor JOÃO CARLOS FORTES – Ator e Comediante, convidando-o para que no dia 24 de Março de 2017, em Sessão Ordinária venha expor para a sociedade acerca dos seus 25 anos de trabalho. João Carlos Fortes, nascido e criado em Chapecó, interpreta entre tantos o personagem João kuiudo. É colunista de jornais e revistas, tem 34 anos de comunicação como apresentador de programas de rádio e televisão e com o personagem, em seus 25 anos de carreira, já se apresentou em shows para mais de um milhão e meio de pessoas, o que o recomenda como um show de muita qualidade. Essa experiência associada aos traquejos do personagem, suas caras e bocas e um tirocínio apurado com saídas criativas, rendem um ótimo espetáculo, motivo pelo qual alcançou prestígio do personagem nos três estados do Sul, Matogrosso e Matogrosso do sul. Sabendo da importância do poder público estimular e promover a cultura regional, solicitamos a aprovação deste requerimento para que no dia 24 de Março o Sr. João Carlos Fortes possa vir expor para a sociedade sobre seus 25 anos de trabalho. Termos que pede deferimento. 
 48/2017	 06/03/2017	 07/03/2017	 Vereador	 	»»CLAIMAR CESAR DE CONTO 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicita(m) que após as tramitações legais Vossa Excelência submeta este ao Plenário, e se aprovado, se envie um ofício ao Senhor HILTON DE SOUZA ZEFERINO, Tenente Coronel do Corpo de Bombeiro Militar de Chapecó, CONVIDANDO-O para estar presente em uma Sessão Ordinária Nesta Casa, para falar sobre seu trabalho em Chapecó e região. Termos em que pede deferimento. 
 49/2017	 06/03/2017	 08/03/2017	 Vereador	 	»»NEURI LUIZ MANTELLI 	Aprovada	 O(s) Vereador(es) que este subscreve(m), nos termos regimentais em vigor, solicita(m) que após as tramitações legais Vossa Excelência submeta este ao Plenário, e se aprovado, seja enviado ao Senhor LUCIANO BULIGON, Prefeito de Chapecó, requerendo relatório de fiscalizações do Procon que tenham sido realizadas nos bancos de nossa cidade, constando preferencialmente quais bancos dispõe de poltronas para as pessoas aguardarem atendimento, como também qual é o tempo médio de atendimento nas agências e se tem sido realizadas fiscalizações com relação à demora no atendimento. Requer-se também relatório de eventuais notificações e penalidades que tenham sido aplicadas a bancos do município por descumprimento das normas de atendimento ao cliente. Termos em que pede Deferimento. 
 50/2017	 06/03/2017	 24/03/2017	 Vereador	 	»»CLEBER CECCON MARCILEI ANDREA P. VIGNATTI 	Retirada 	
 51/2017	 08/03/2017	 20/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Aprovada	 CONSIDERANDO que o Município de Chapecó lançou o Edital Licitatório de Pregão Presencial nº 03/2017, que tem por objeto o fornecimento de merenda escolar, no valor de 15.662.911,60 (quinze milhões, seiscentos e sessenta e dois mil, novecentos e onze reais e sessenta centavos). CONSIDERANDO o fato de que o procedimento supracitado se encontra suspenso em razão do acatamento, por parte da Procuradoria Jurídica do Município, de uma impugnação apresentada por uma das empresas licitantes, não havendo, pelo menos no site da transparência, qualquer informação acerca da previsão do retorno do procedimento licitatório ou do conteúdo da impugnação. CONSIDERANDO que em razão do site da transparência não apresentar o conteúdo da impugnação feita ao Edital nº 
 52/2017	 08/03/2017	 09/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada 	
 53/2017	 08/03/2017	 09/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada	 O(s) Vereador(es) que este subscreve(m), amparados no Art. 5º, combinado com os artigos 23, inciso XIII do art. 34, art. 
 54/2017	 08/03/2017	 09/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada 	
 55/2017	 09/03/2017	 09/03/2017	 Vereador	 	»»CLEITON MARCIO FOSSÁ 	Retirada	 com a suspensão da tramitação do projeto até que venham as informações, conforme fundamentação e pedidos a seguir expostos: Tramita neste órgão legislativo o Projeto de Lei Complementar nº 031/2017, que visa implantar a revisão geral anual das remunerações dos servidores públicos municipais. Referida Lei adentrou a esta casa no último dia 06/03/2017, ou seja, em atraso se analisarmos o prazo legal. Contudo, referido projeto adentrou à Esta Casa Legislativa no mês de março, sem previsão, contudo, de retroação ao mês-base de janeiro. Antes de qualquer posicionamento equivocado da Casa Legislativa, se faz necessário aportar a esta casa informações mínimas que possam levar à conclusão da necessidade de aprovação do Projeto na forma como apresentado. Diante do exposto, REQUER: a) Seja enviado a esta Casa, com urgência, estudo de impacto financeiro, de onde se depreenda as consequências financeiras e econômicas ao município caso fosse cumprido a data base, retroagindo à janeiro. b) Ainda, seja apresentado o estudo de impacto financeiro da correção dos tributos municipais (ex: IPTU, Taxa de Lixo, ISS entre outros), uma vez que tal correção foi aplicada no mês de janeiro. Termos em que, pede deferimento. 
